x,y
0.946379,0.886627,
0.685053,3.15723,
0.541638,1.04874,
1.59218,0.767863,
0.98921,0.410297,
0.964569,1.41439,
0.467036,1.6468,
0.904772,2.05546,
1.66865,1.31824,
1.1747,2.05172,
0.163184,0.7878,
0.716555,2.20454,
0.714772,0.873092,
1.36549,1.9336,
0.86204,0.396097,
1.59444,0.806525,
0.213376,0.125736,
1.27935,2.54458,
1.81778,1.4587,
1.53089,1.88537,
0.867394,1.68536,
0.546279,1.17086,
0.798204,0.544051,
1.80502,1.02765,
1.00928,1.16761,
0.443241,0.541035,
1.5199,0.394956,
1.03854,3.18349,
1.33393,1.90311,
0.762842,1.66582,
1.49595,1.2343,
1.28194,1.77555,
1.03644,2.81978,
0.690154,0.559513,
2.09317,0.653514,
0.858977,2.27604,
1.35545,1.08348,
1.66625,0.676292,
1.49839,1.09159,
2.18182,1.9673,
0.796186,1.52115,
1.94569,1.86561,
1.28818,1.29035,
1.6542,1.12825,
1.92888,0.430986,
2.11357,0.930224,
0.932381,2.03274,
1.2962,0.523817,
0.47796,1.6018,
2.1769,0.784447,
1.04067,2.5359,
0.526776,0.857508,
2.36535,1.58618,
0.372412,1.30121,
0.851213,0.510995,
1.18447,0.797344,
1.18959,1.18798,
0.377936,1.36914,
0.958275,1.01821,
0.808641,0.275181,
1.38703,0.901003,
1.94698,1.7655,
0.712184,2.31971,
2.54142,1.04793,
1.02996,0.873791,
1.31604,1.36784,
1.52668,2.45679,
1.61691,1.64847,
2.81799,0.997174,
2.02554,1.62849,
2.17684,1.37405,
0.722257,0.194208,
1.9162,0.269889,
2.12595,0.950241,
0.588852,1.37739,
1.01736,1.01195,
1.43915,2.09396,
0.949182,1.27795,
2.24325,0.588407,
0.283492,0.482366,
1.57312,0.258023,
0.81695,0.38302,
0.501374,0.165114,
0.859477,2.35137,
0.702563,2.2881,
0.866084,0.824691,
1.26319,1.26465,
0.880467,1.30746,
1.74232,1.0597,
0.415239,1.28618,
0.753674,2.70559,
1.28845,2.36592,
0.846037,0.818831,
0.806143,1.77913,
3.11004,1.69362,
1.70282,1.14832,
0.725142,0.560656,
0.836366,1.27408,
1.8495,0.476132,
1.42641,0.468551,
0.56452,1.91441,
0.328716,0.640586,
1.87204,1.77152,
3.01705,0.899842,
0.842311,1.12194,
2.10714,1.34317,
1.72532,1.09355,
0.978952,0.102304,
2.19115,1.7879,
0.988711,1.68265,
1.68134,1.14111,
1.84413,2.09364,
0.729106,1.47942,
1.02435,2.20072,
1.50634,2.43749,
0.853422,1.49421,
0.852358,2.04375,
0.810587,2.37535,
2.49148,0.792745,
0.873074,0.944897,
1.19464,0.143325,
0.0926187,0.528772,
0.198974,0.558885,
1.13584,1.75054,
0.917458,2.12962,
1.78463,3.01053,
0.875186,0.247044,
0.669884,1.01446,
0.97528,0.290999,
2.03197,1.19636,
2.05502,0.65255,
0.638709,0.877768,
0.267781,1.28248,
1.7242,1.1162,
1.27439,0.644516,
1.91668,0.608246,
1.08249,0.780809,
0.487229,1.61136,
0.953006,1.67595,
1.7265,0.386753,
1.16093,0.170385,
2.13045,0.856397,
1.41639,1.34691,
1.2916,1.81215,
1.32532,1.33014,
1.81538,2.26971,
0.190644,1.34362,
1.5737,1.02208,
1.61238,1.90157,
2.00031,1.06122,
1.62586,1.49734,
0.801866,0.873849,
1.19433,1.47562,
1.89848,1.19993,
0.916352,1.31553,
1.05621,0.893806,
2.17027,1.2347,
1.52986,1.04262,
2.72291,0.658349,
1.06605,1.46913,
1.40939,0.750236,
2.68011,1.58763,
2.22111,0.718194,
0.0458561,1.0403,
1.62865,0.193592,
1.18418,1.58647,
0.978537,1.5372,
0.898976,1.4172,
2.00658,1.01409,
1.71794,0.93286,
0.532239,2.67377,
0.323131,0.572548,
0.629259,0.225873,
2.07161,1.64782,
0.764356,0.618087,
0.16275,1.64639,
1.20194,3.02957,
0.87183,2.54453,
0.53908,1.06145,
1.5541,0.795122,
1.53816,1.64121,
0.861619,2.06448,
2.09722,0.497255,
0.991167,1.44533,
0.85065,2.28896,
0.593183,1.38894,
0.616976,0.91027,
0.515244,2.28326,
1.78473,2.0466,
1.19287,1.67883,
1.09485,1.84275,
1.03624,1.27577,
0.685724,1.34808,
0.57338,0.170691,
1.1673,1.69316,
0.613605,1.35548,
1.3464,1.68064,
2.52401,2.75726,
1.85224,1.06726,
0.396935,1.06915,
1.12667,1.16239,
1.36263,0.262622,
1.35551,0.648461,
2.3642,0.894164,
0.897705,1.47204,
2.22579,1.99906,
1.01369,0.246241,
1.56185,2.44635,
2.06313,0.665906,
0.824513,1.71468,
1.28182,1.2454,
1.04348,1.74632,
1.46083,0.756048,
0.893885,0.283596,
1.69887,1.44182,
0.21019,0.462822,
1.28889,2.51256,
1.39428,0.66866,
0.565509,1.42459,
0.720999,1.08419,
2.03457,2.72238,
1.27379,0.922111,
0.54451,1.55116,
0.78578,0.840906,
1.52528,2.1136,
0.944975,1.72098,
0.704521,1.55126,
3.63722,0.660037,
1.33283,1.76599,
1.54824,0.923935,
0.566564,1.20689,
0.453355,0.738488,
1.70857,0.219966,
1.45993,0.472294,
1.17787,1.80006,
1.78388,0.224498,
0.986582,2.53194,
1.86463,0.906022,
0.738349,1.03923,
2.41015,0.483427,
0.838002,1.58948,
2.1338,2.10225,
1.76173,0.903624,
0.849461,0.478445,
2.19144,1.75381,
0.847169,0.602929,
0.354584,0.580078,
1.14742,0.489554,
1.3751,1.651,
0.988121,1.82694,
0.879928,0.920326,
0.133254,2.06166,
2.05626,0.583973,
0.405764,1.66317,
0.733297,0.568606,
2.14658,1.50709,
1.11143,1.87343,
1.13874,1.60101,
1.00328,2.09365,
2.37456,0.840875,
0.284396,0.835105,
1.80216,0.873759,
2.57157,1.16774,
0.667225,0.34446,
1.98158,1.57439,
1.16329,1.33313,
0.707704,0.574764,
1.64528,0.753862,
0.61856,0.839907,
0.746252,1.29673,
1.19056,0.850408,
0.403156,0.68946,
0.350608,0.994221,
0.870469,1.15688,
0.338083,1.46857,
1.35946,2.43895,
0.646668,1.5792,
2.49876,1.36255,
1.57141,1.50117,
1.47239,0.698166,
2.3771,1.06375,
1.12437,2.64063,
1.32447,1.32609,
0.868814,0.676193,
1.35686,2.06226,
1.08362,0.340199,
1.66336,1.87684,
0.987733,0.741599,
0.901124,0.63379,
0.86883,1.24507,
1.8571,0.732716,
1.40828,0.976022,
2.10074,1.72676,
1.9157,0.874823,
0.788495,0.736505,
1.21486,1.87755,
0.919048,0.385287,
0.933017,2.0106,
0.90566,2.17962,
1.75351,1.06113,
0.254936,1.46569,
1.64797,0.593071,
3.267,1.11631,
0.971781,1.21623,
1.06172,1.36988,
2.30443,1.32265,
0.625512,0.535518,
1.76043,1.05553,
1.0442,1.7191,
1.4315,1.82832,
1.6707,1.11131,
1.47064,0.775357,
0.509965,0.804941,
0.430066,1.13959,
1.25105,0.717308,
2.47438,1.39786,
1.03564,1.78721,
1.1763,0.431598,
1.52132,0.157349,
1.23856,1.99528,
0.841273,1.63956,
0.390128,2.25319,
1.20346,0.576437,
0.958066,1.88494,
1.56108,0.319074,
0.484879,0.730307,
1.25415,1.03139,
2.19616,0.770597,
0.812961,1.63067,
1.88523,1.01439,
2.65931,1.26057,
0.986143,1.37133,
0.866933,0.866354,
0.732997,1.38997,
2.05574,0.788379,
0.919958,1.27001,
1.2798,0.97853,
1.9865,2.03147,
2.84353,2.39058,
0.667636,1.96013,
0.863932,0.988101,
1.84553,0.208714,
1.08206,0.916729,
1.73418,0.54871,
0.418083,1.02526,
0.857046,1.49694,
0.6386,0.57364,
1.64657,2.15382,
1.35118,1.98535,
1.56477,1.23092,
1.59125,0.515055,
1.35978,1.27898,
0.390945,2.32225,
0.816517,1.34281,
0.832057,0.796809,
1.36141,1.23953,
1.32067,0.923831,
1.26939,1.17533,
2.21473,0.598385,
1.53457,0.857483,
3.36561,0.524346,
2.23519,2.16864,
2.03009,1.27504,
1.33049,0.809204,
0.176303,2.80046,
3.02177,1.139,
0.540819,1.17062,
0.949308,1.87532,
1.65795,2.19123,
2.84346,0.951857,
2.7675,0.764872,
2.33403,0.321774,
1.35701,1.05995,
1.95572,1.27407,
0.708702,2.58992,
1.02979,2.57199,
2.5469,0.165451,
0.824466,0.723146,
0.636205,0.547805,
1.90175,1.73139,
2.08892,0.791764,
1.20437,2.57084,
1.79586,0.972845,
1.00173,0.711315,
1.22231,1.18843,
0.319002,1.41685,
0.835797,0.375845,
0.643659,1.05793,
1.24441,1.23471,
1.41225,0.711731,
0.820569,1.28888,
2.60866,0.486622,
1.97406,0.888663,
0.796786,1.4107,
0.713986,0.918818,
1.50968,1.20054,
1.31124,2.04194,
1.37957,0.345259,
1.58797,1.80597,
0.90851,1.41869,
1.14064,0.639333,
2.22422,0.786617,
0.527541,1.93696,
1.59205,0.999935,
0.36892,1.10187,
0.898784,0.446285,
0.556176,1.21428,
0.694549,1.02062,
0.334742,2.14604,
1.62625,1.27103,
1.62318,0.479103,
1.19238,1.19304,
0.40364,0.306117,
1.99563,1.74898,
0.805058,1.06772,
1.71927,1.46111,
1.78635,0.915481,
1.04068,1.2356,
1.14168,1.23831,
1.30086,1.71757,
1.01036,1.08835,
2.25063,1.35575,
0.114309,1.09491,
0.673742,0.517714,
0.327958,1.70536,
1.34551,1.28041,
2.22935,0.514749,
1.72396,2.07164,
1.47092,1.79916,
0.700233,1.64229,
1.69439,0.701256,
1.69707,0.879707,
0.49682,2.17127,
0.895439,0.404239,
0.743179,0.818052,
1.16002,2.25714,
0.538898,1.07079,
1.45292,2.08663,
2.13463,1.80359,
0.190661,1.03502,
1.35649,0.862597,
1.3527,0.496738,
1.08523,1.51109,
1.18232,1.69711,
1.65097,1.43382,
0.648156,1.16699,
0.916365,1.30775,
1.30019,0.903783,
1.24088,0.663612,
0.656843,1.02546,
0.837079,2.09773,
0.707674,1.46454,
1.53598,0.555442,
1.09805,1.09111,
2.19718,0.644944,
1.2781,0.907416,
0.308541,1.73158,
1.47667,0.654386,
1.3654,0.440856,
1.07951,1.22055,
0.584433,2.05996,
0.635666,1.08012,
1.35762,0.287038,
1.58971,1.29669,
0.495391,1.1114,
0.96055,1.61354,
0.684759,1.35978,
0.45738,0.548958,
0.505807,0.259694,
0.428872,1.84449,
0.764762,0.581466,
1.88616,2.11829,
1.81732,2.02743,
1.56815,0.688391,
0.930106,1.09606,
1.56034,1.9615,
0.971612,2.12882,
2.66724,1.05675,
0.173555,0.648672,
2.19033,0.548876,
1.46311,0.295577,
1.7941,1.87355,
1.18019,1.30638,
1.06367,2.18444,
1.12588,0.728913,
0.821132,0.777826,
0.558701,0.978519,
0.426506,1.06933,
1.00036,0.516561,
1.57302,1.28758,
0.86196,2.29687,
0.727585,1.17876,
0.494606,0.430895,
1.43864,1.95519,
1.82642,1.82789,
1.31954,0.567071,
1.19431,1.25542,
2.00655,0.292724,
1.40883,0.627372,
1.97651,1.22891,
0.560945,1.90583,
0.696702,1.49228,
0.560685,0.3235,
1.09198,0.661189,
1.85598,0.804299,
0.871479,1.10376,
1.34708,0.703564,
1.05604,1.16183,
0.987507,2.31028,
1.8585,1.27335,
1.09788,2.79351,
2.27115,0.514213,
1.67441,0.604866,
1.34864,1.80199,
1.61805,0.503333,
1.85331,1.36281,
1.21642,2.01657,
0.54979,1.17725,
1.28057,1.89603,
0.954128,0.63475,
0.484265,1.2386,
1.39884,1.10891,
0.214808,0.625569,
1.25562,1.21496,
0.825215,1.38181,
0.546296,0.223229,
0.568358,0.955068,
1.1157,0.862374,
2.08311,0.498681,
0.867173,0.79811,
2.37992,0.582809,
2.39111,2.40835,
0.779108,1.30898,
1.03071,0.792132,
2.57194,1.58886,
0.792155,3.36328,
2.32054,4.47563,
1.13226,1.95181,
0.629723,1.4316,
1.66887,2.18586,
0.36333,0.424379,
2.75631,0.773199,
1.36038,0.749412,
1.61574,0.68983,
0.922505,1.33092,
0.881578,0.73698,
2.5636,0.716394,
1.7548,0.275269,
1.28498,1.12673,
1.82834,1.62036,
0.321385,1.80101,
0.33093,1.07412,
2.27087,2.65661,
1.04656,2.67802,
1.7713,1.98249,
0.967111,2.18961,
1.20909,1.11425,
0.809147,0.473748,
0.600301,1.16593,
2.15502,1.7104,
1.29699,2.54773,
1.37124,2.76373,
1.53936,0.711646,
1.21347,0.959684,
2.00264,1.68205,
1.43426,0.152496,
0.230312,1.08835,
1.15316,0.749565,
0.853615,2.51773,
1.06768,2.39771,
0.570225,1.95073,
2.34916,0.745559,
0.392297,1.18367,
2.66897,0.532811,
1.62055,0.19681,
3.27934,0.656843,
1.40813,0.991428,
0.395762,1.89088,
1.08316,0.497952,
0.704263,2.20251,
0.944061,2.75972,
1.54414,1.64158,
1.87078,0.177828,
0.814191,0.0528524,
1.08088,2.24018,
0.770467,0.664388,
1.4258,1.50844,
1.93647,0.546881,
1.18209,1.48394,
0.465241,0.804864,
1.34804,1.05647,
1.22274,0.732932,
0.954085,2.26509,
1.13929,0.321125,
1.4368,0.955132,
2.71354,1.77122,
0.795703,0.906801,
0.309452,0.556951,
1.77896,0.827055,
0.732798,1.08373,
0.849917,0.861735,
0.864665,0.778779,
1.29937,0.459381,
1.75549,0.880942,
2.82737,0.78093,
1.05201,0.941388,
0.788568,2.45233,
0.695239,1.46852,
1.76866,0.753,
0.861432,0.726154,
0.539592,1.77381,
0.159217,1.81418,
1.23668,1.99411,
0.964439,0.803063,
1.43477,1.06398,
1.73839,0.99961,
2.8313,1.27707,
0.686623,2.36412,
1.0741,0.590513,
1.14185,0.619128,
0.758351,1.31164,
0.206587,0.928966,
1.07855,0.541553,
1.86002,1.85247,
0.76531,0.433548,
1.17454,3.18538,
0.127377,1.26835,
1.19843,0.631333,
1.53999,2.38254,
3.72966,0.774918,
0.963799,2.47918,
0.593863,1.96166,
1.2443,0.608845,
1.72359,0.654878,
1.14575,1.39402,
1.99888,2.62063,
0.653696,0.98028,
1.15427,2.06818,
1.15551,0.53198,
0.993862,1.8451,
1.88288,1.50216,
1.42239,1.72929,
0.610029,0.688124,
1.38807,0.78252,
0.730378,0.695584,
0.60115,0.751751,
0.28461,1.34908,
0.797413,1.16074,
1.09329,0.860221,
1.16619,2.08783,
1.52839,2.49351,
0.651744,1.11457,
1.1662,1.11367,
1.39184,1.06076,
0.895337,2.45953,
0.661398,2.17617,
0.220779,0.342713,
1.00943,1.75815,
0.230759,0.824158,
1.93618,1.95837,
0.700706,0.279336,
1.29039,1.16901,
2.04786,1.07476,
1.70607,1.28942,
0.356261,0.200575,
1.85453,1.93913,
0.990375,0.317082,
0.717192,0.909162,
1.42745,1.55475,
2.29934,1.06653,
1.41046,1.99132,
2.09603,1.80484,
1.63842,1.61085,
0.5544,0.911356,
1.11292,1.00764,
0.848646,1.08401,
1.01329,1.71912,
0.162894,1.03573,
0.645482,1.99698,
1.47029,1.20868,
1.2708,0.237099,
2.20715,1.36476,
0.650996,1.43209,
2.19305,0.533579,
1.23592,0.883635,
0.749321,0.76488,
1.03001,0.788127,
1.41535,0.669632,
0.369852,2.23421,
1.281,2.09825,
1.27618,0.990414,
2.35323,1.1809,
0.550959,0.468083,
0.999864,3.01433,
0.831574,1.02222,
0.104426,0.916296,
1.36935,0.672758,
1.29792,0.94928,
0.627286,0.687334,
1.25667,1.15446,
1.26251,2.27344,
1.49556,1.4561,
2.42092,0.5206,
1.88732,0.517928,
0.483619,0.0845799,
1.30529,1.49006,
0.91048,0.242888,
1.92834,1.11305,
1.52711,2.00322,
1.34661,1.6592,
1.42334,0.326398,
0.23789,0.310693,
1.8438,0.961808,
1.23177,0.508763,
3.00635,0.980238,
2.98821,0.909034,
1.5049,0.645065,
0.741767,1.15436,
0.586703,1.27401,
0.978129,0.404058,
1.99727,1.13776,
1.49076,2.19682,
1.14629,0.28934,
1.20253,1.56464,
1.89612,1.64965,
0.480197,1.03291,
1.26344,1.20484,
2.10063,0.874693,
1.62437,0.607329,
0.821186,0.865965,
1.62717,0.639273,
1.66979,1.62033,
2.20215,0.209812,
1.64429,0.65837,
0.501009,1.63986,
1.37018,1.4045,
0.473744,1.05684,
0.698896,0.508867,
0.955795,0.929748,
0.849303,2.10696,
1.40945,1.7889,
0.548506,1.09347,
0.947673,1.20292,
0.839392,1.9791,
1.68839,1.45607,
1.98888,0.941616,
0.950818,0.28795,
1.2056,0.0853926,
0.980786,0.370219,
0.37386,1.11052,
1.20825,1.39251,
0.865174,1.4023,
0.999484,0.69219,
1.63378,0.384768,
0.665458,2.33277,
0.422647,2.7603,
0.806522,0.181118,
1.55389,1.52449,
1.39471,1.63741,
1.55656,2.73989,
0.817854,1.52392,
1.02871,2.16447,
0.462665,0.468683,
1.042,1.21762,
1.49871,1.13333,
0.579873,0.972383,
1.28256,0.212386,
2.87822,1.09402,
1.03137,1.03436,
2.07368,0.716453,
0.298896,0.634342,
2.16564,1.35002,
1.84621,1.43645,
1.64851,0.686796,
2.22598,1.482,
0.612665,0.981151,
2.79007,1.30117,
0.837245,0.694541,
0.681487,1.72777,
0.939243,1.78308,
1.58413,2.31557,
0.901421,1.14154,
1.72978,0.354423,
2.80186,0.802092,
1.73415,1.00551,
1.01744,0.94217,
1.633,1.7162,
1.49316,0.761014,
1.7298,1.79196,
0.520985,1.04545,
1.42539,1.25781,
2.06324,1.00877,
0.874621,1.15751,
0.249918,0.718508,
1.69718,1.13467,
0.542193,0.831767,
0.263882,1.34485,
0.909819,1.7638,
0.933233,0.924482,
0.552119,2.02635,
0.842532,1.28795,
1.11963,0.493756,
0.321913,1.17837,
1.4136,0.625855,
0.537662,0.883954,
0.104803,0.95028,
2.03176,1.73439,
0.459271,1.97642,
1.72361,2.13053,
0.360865,0.624486,
1.65543,0.847225,
2.51446,2.3568,
1.16054,0.661597,
0.572118,1.98367,
0.911177,1.31201,
0.586261,1.92151,
2.28489,1.38468,
1.12272,1.09249,
1.03695,0.357507,
1.35641,2.29459,
1.5244,0.529059,
0.965295,1.28944,
1.46487,0.371111,
1.50214,0.701167,
0.424943,1.92248,
1.82015,1.25027,
0.169042,2.16922,
0.981331,1.30346,
0.959162,1.03072,
0.929412,1.55755,
0.607662,1.38224,
1.23105,1.48024,
0.224432,1.711,
1.38609,1.33112,
1.05363,0.587743,
1.09974,1.30998,
1.12575,2.67588,
1.48386,1.29154,
0.751475,1.32314,
0.950983,1.74175,
0.728698,1.21078,
0.0640341,1.60369,
1.04902,1.7058,
1.01782,2.60721,
1.51103,0.44081,
1.15323,0.574574,
0.54979,1.86988,
0.728223,0.96101,
2.28642,1.06167,
1.31661,0.422223,
1.23042,0.580914,
0.877437,0.823926,
1.36897,1.27409,
0.181422,1.40679,
0.71316,0.283495,
2.06546,0.447055,
1.69638,1.31202,
0.47152,1.3563,
0.879755,1.97961,
0.559152,1.51572,
2.32782,0.847156,
0.761429,1.59651,
1.4713,0.159249,
1.86721,0.870931,
1.29007,0.430005,
1.20711,1.3303,
0.214376,2.714,
3.81928,2.57135,
1.02335,0.965249,
2.28383,1.09392,
1.12939,1.06693,
1.45337,2.01275,
0.702638,0.775599,
0.137281,1.45334,
0.708901,0.696829,
1.40194,1.44883,
1.87876,0.909641,
0.983918,0.877647,
1.02005,2.06878,
1.73146,0.502408,
1.36978,1.45716,
1.27051,1.24542,
1.7104,0.574951,
0.501389,0.581494,
0.863755,1.4872,
2.08863,1.32166,
0.626491,1.24925,
0.580266,1.11284,
0.699148,0.299963,
1.85319,0.775976,
2.32927,0.933239,
1.44455,1.14365,
0.817166,0.756144,
1.19688,1.05512,
0.820766,0.625077,
0.714151,0.703904,
1.55437,1.1778,
0.663465,1.02771,
1.48531,0.949275,
1.74438,0.82585,
1.64114,2.01273,
0.231498,2.05006,
0.298766,1.21355,
1.94273,0.753276,
0.79991,4.51715,
0.415545,2.28929,
2.02972,1.00336,
0.88023,0.86741,
1.92251,0.391443,
1.36509,1.60633,
1.7775,1.91498,
1.41495,0.730248,
0.902241,1.04214,
1.90606,2.32672,
1.44452,0.978123,
0.571968,0.188734,
1.57189,0.839122,
1.38788,1.82455,
1.18914,1.82234,
1.33842,1.45314,
0.482148,1.76891,
1.40005,1.37188,
1.47762,1.26478,
0.178839,0.250267,
1.10709,3.20494,
0.298807,0.664908,
1.63088,0.105271,
0.122366,1.56786,
1.60141,0.843734,
0.73005,1.0517,
1.60746,2.63347,
1.3245,0.666522,
1.85863,0.785257,
0.67075,0.864971,
0.51747,1.06,
2.2213,1.66204,
1.03374,2.49989,
1.63969,1.06663,
1.70095,0.938132,
0.821909,0.698135,
1.28347,0.61748,
1.56785,0.45359,
0.725721,0.313445,
0.890468,0.760849,
1.856,0.551726,
0.97933,0.826516,
0.792317,1.13506,
0.64278,0.912362,
0.81689,1.05656,
0.969417,0.931114,
0.268798,1.27936,
1.54399,1.52883,
0.0677184,0.926244,
1.37798,0.107744,
1.44579,1.11971,
1.30827,2.2316,
1.75886,0.395688,
0.678186,1.20931,
1.38638,1.39175,
0.634595,1.31976,
0.58245,1.6555,
1.28631,0.383056,
0.761829,0.288772,
0.731456,0.145277,
1.48865,0.220144,
1.82372,2.54796,
0.548515,0.539253,
0.911366,0.483638,
1.38905,0.648287,
1.01269,1.36603,
1.67797,1.43035,
1.32194,1.91331,
0.514073,0.748156,
1.26948,0.786579,
1.7616,0.943807,
0.312968,0.74245,
0.595452,0.736254,
1.0748,0.367016,
0.612214,0.902886,
2.03677,0.674694,
1.75679,2.29847,
1.36031,2.14617,
1.08198,0.92447,
0.664361,0.862522,
0.730749,0.864694,
1.11059,0.990097,
1.21295,0.716321,
2.46959,0.68943,
1.69238,0.815778,
0.697511,0.733648,
1.06633,0.562683,
2.32029,1.07506,
0.680841,0.62796,
1.14962,0.86916,
2.44539,1.70053,
1.48487,0.879436,
1.13927,0.694314,
1.44398,1.70437,
0.806923,1.45802,
0.526176,1.40225,
0.855533,1.50046,
0.913655,0.668469,
1.31105,1.98559,
1.02039,0.888624,
3.69886,1.15515,
0.800946,0.968201,
1.38864,1.40411,
2.81049,1.63555,
0.486688,1.29083,
1.09582,0.706444,
0.477145,0.369231,
1.13285,0.742665,
0.271668,1.43568,
1.03736,0.77005,
2.05325,1.05565,
1.80644,3.28057,
1.84749,1.10492,
0.818894,0.731082,
1.08204,1.64573,
2.06975,0.79796,
2.85251,0.915522,
0.808985,1.63097,
1.31181,0.918753,
1.62767,2.12041,
0.426014,0.960153,
0.808852,1.21087,
0.229908,0.696983,
1.14347,1.19841,
0.46817,0.146131,
1.23372,2.72146,
1.32666,0.709692,
0.558281,1.06724,
0.892021,1.74301,
0.370193,1.8274,
2.31057,1.89562,
0.421884,0.485839,
0.994901,0.877007,
1.20975,2.02863,
1.42573,1.30511,
1.13328,0.677175,
0.677628,0.616321,
0.597047,1.59246,
0.709712,0.569006,
1.92619,0.642527,
0.608902,1.39448,
0.539578,0.392048,
1.23738,1.214,
1.38514,2.37136,
1.86442,1.85943,
0.363101,1.00319,
1.24298,1.01048,
0.986673,0.73465,
1.14972,1.71922,
0.266092,1.1865,
1.82878,2.5629,
0.708295,1.05846,
1.4911,1.10927,
1.75574,0.996626,
2.39265,1.13564,
0.400655,0.584037,
1.52657,0.239411,
3.00899,0.835305,
0.476905,1.13553,
3.13224,1.06377,
1.01109,1.15195,
1.48164,1.65753,
1.55565,1.47407,
1.24734,1.90749,
0.398817,2.02837,
0.778252,0.653013,
1.57621,0.510111,
3.57847,2.06185,
1.72959,1.37155,
0.556073,1.04391,
1.22455,0.1963,
1.88085,1.81243,
1.44571,1.27376,
0.529522,1.14024,
1.43003,0.765191,
1.49077,1.85325,
2.24254,0.371335,
0.221034,0.22424,
1.68605,0.843416,
0.354605,1.23419,
2.23341,0.139582,
0.743605,1.51542,
1.20901,1.44265,
2.97406,1.15963,
1.05343,1.9451,
1.04851,1.86071,
1.84063,1.78731,
1.59846,1.66299,
1.22169,2.17924,
2.19017,1.93116,
0.839325,0.850688,
2.68725,3.36021,
2.57845,1.67053,
1.53885,1.12831,
1.26392,0.821478,
2.2845,1.80725,
0.627239,0.905843,
1.31431,0.591838,
1.73618,1.65157,
1.27949,1.6018,
1.29528,2.00172,
1.38023,0.412232,
0.827341,0.873408,
0.909022,1.42001,
0.629657,0.926339,
0.731136,1.32811,
1.75017,0.932368,
1.01674,1.46118,
2.13391,0.602442,
0.441396,2.8156,
0.370332,1.03612,
2.76487,1.37385,
0.448478,0.175866,
0.952793,1.58735,
1.47855,2.04117,
1.09326,0.801827,
1.15964,1.41101,
0.956819,1.736,
0.95756,1.67343,
1.336,2.45075,
1.91343,1.91299,
1.10029,0.716526,
0.512828,2.25768,
3.422,0.66717,
1.66164,1.45193,
2.01881,0.740188,
1.63829,1.25149,
1.36334,0.677341,
1.57376,1.41801,
1.89495,2.32512,
1.2617,1.90199,
2.86508,1.48577,
1.08528,1.1792,
2.24569,0.927746,
0.952833,1.78623,
1.04353,2.06,
2.14771,2.13197,
0.387438,0.378192,
1.67151,0.264235,
1.11707,1.36796,
1.01075,0.32673,
1.70698,1.97378,
1.51803,1.83344,
1.54696,1.15756,
1.57439,1.39089,
2.46075,1.35842,
0.212894,2.22715,
0.525749,0.813199,
0.660452,2.59866,
0.395848,0.918121,
2.064,2.8629,
1.72543,1.98814,
0.540825,0.858909,
0.974988,0.877365,
0.921331,1.10372,
0.71132,2.3197,
1.03094,0.913936,
0.785754,1.31842,
0.109281,1.87018,
0.891529,1.18111,
2.29282,1.36304,
0.624322,1.12943,
0.782877,0.702334,
0.743139,0.906247,
0.458982,0.305484,
0.889986,0.766813,
0.79897,1.49362,
0.457453,1.62515,
1.38996,0.817577,
0.838618,0.545967,
1.55988,1.52063,
1.73603,2.50084,
0.93047,1.48274,
1.89921,2.1204,
1.55339,1.32336,
0.538876,0.807334,
1.20893,1.65913,
2.15576,1.97514,
1.04133,0.148164,
1.25132,1.04509,
0.30346,0.447337,
1.5742,2.40218,
1.11751,0.681023,
0.755883,0.207483,
0.11333,0.666284,
1.28472,0.31184,
0.696821,2.23736,
0.892494,1.2319,
1.80247,1.1163,
1.02712,0.303697,
2.16922,1.34089,
1.72284,0.284994,
1.50911,1.16165,
1.30799,0.344645,
0.982616,0.932387,
1.03812,0.534109,
1.43682,0.360446,
1.3906,1.45089,
1.8523,1.36764,
1.68359,0.144625,
1.05372,1.51487,
1.57557,1.25836,
2.21378,1.21553,
1.44935,1.0347,
1.68653,1.21048,
0.700685,0.864414,
2.28229,0.87815,
1.53092,2.0288,
0.697908,1.52697,
1.16355,1.48084,
0.875302,0.362778,
1.15987,1.39176,
1.74592,1.50933,
1.10205,0.617022,
1.86958,2.64509,
0.983497,1.17244,
1.74321,0.896195,
0.811523,1.29732,
0.74046,1.10513,
1.52391,0.228403,
1.5936,1.26181,
1.11353,1.25437,
0.921802,1.00794,
0.826628,1.33701,
1.39755,0.481861,
1.58396,1.71764,
2.11875,0.35917,
0.60719,1.02964,
0.98791,0.182414,
2.27107,0.388014,
2.07205,0.905791,
0.73481,2.25422,
0.548279,0.59147,
1.15677,0.793301,
1.85178,1.71285,
1.49661,2.1603,
2.06012,0.658004,
0.570102,0.725618,
1.74857,0.298312,
1.79842,1.55981,
1.29523,1.42333,
1.38577,1.70659,
0.775586,2.32084,
1.88916,1.14539,
1.09969,2.80741,
0.626693,0.594199,
0.578862,1.94502,
1.21737,0.785065,
1.72228,1.1492,
1.95706,0.383235,
1.34169,2.47506,
1.19481,1.34077,
1.52703,0.752349,
1.69372,1.65717,
0.727762,0.989695,
0.661041,2.00881,
1.23244,0.724827,
0.993991,1.04132,
1.2716,0.63699,
0.669036,1.52857,
0.991158,2.23536,
2.14158,0.834704,
2.70122,2.14954,
2.44718,0.576251,
1.29501,0.289289,
0.582585,0.755375,
0.352982,2.96814,
1.59404,1.54689,
0.462136,1.81127,
